"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 26235000"	" 26235000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 26295000"	" 26310000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38065000"	" 38075000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38085000"	" 38100000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38120000"	" 38125000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38155000"	" 38155000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38165000"	" 38720000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38745000"	" 38765000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 38795000"	" 38805000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 99505000"	" 99535000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 99560000"	" 99705000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 99715000"	"100095000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"127240000"	"127245000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"127505000"	"127505000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"127520000"	"127675000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"127700000"	"127705000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"149890000"	"149895000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"149910000"	"149915000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"157660000"	"157665000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"157675000"	"157680000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"157995000"	"158000000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"158020000"	"158030000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"158110000"	"159485000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"159585000"	"159630000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207405000"	"207445000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207540000"	"207565000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207575000"	"207705000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207725000"	"207740000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207820000"	"207845000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"207855000"	"208360000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208385000"	"208390000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208400000"	"208400000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208410000"	"208510000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208610000"	"208610000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208640000"	"208810000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"208825000"	"208895000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"209010000"	"209090000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"221905000"	"221915000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"221925000"	"222005000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"222015000"	"222835000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"  1250000"	"  1365000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	" 54870000"	" 54880000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	" 54890000"	" 54890000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	" 54940000"	" 54945000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"  1250000"	"  1975000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 37545000"	" 37555000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 68120000"	" 68150000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 95405000"	" 96485000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	" 96500000"	" 96500000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"110100000"	"110105000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"126270000"	"126270000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"126290000"	"126655000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"126665000"	"129250000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"129260000"	"129305000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"160905000"	"161205000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"161260000"	"161260000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"161285000"	"161345000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"180550000"	"180555000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"180570000"	"181030000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"181045000"	"181045000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr5"	"181060000"	"181065000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"  1250000"	"  3030000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"  3080000"	"  3085000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"  3100000"	"  3110000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"  3125000"	"  3140000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	"  3150000"	"  3190000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr6"	" 92285000"	" 93575000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"  1250000"	"  1270000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"  1310000"	"  1310000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"  1340000"	"  1345000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"  1390000"	"  1425000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"  1475000"	"  1715000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 57460000"	" 57470000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 58685000"	" 59020000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59065000"	" 59065000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59145000"	" 59145000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59260000"	" 59850000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59870000"	" 59870000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59890000"	" 59905000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 59915000"	" 59920000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60110000"	" 60130000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60225000"	" 60565000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60605000"	" 60605000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60615000"	" 60615000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60630000"	" 60870000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 60880000"	" 60890000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 63865000"	" 63865000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 63875000"	" 63895000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 63920000"	" 63920000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 63945000"	" 63950000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 64355000"	" 64415000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 64480000"	" 64555000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 84490000"	" 84500000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 84515000"	" 84515000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 84530000"	" 84555000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 84575000"	" 84585000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 84595000"	" 84595000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	" 85105000"	" 85175000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"158690000"	"159845000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"159855000"	"159855000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"159905000"	"159925000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"160060000"	"160060000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"165290000"	"165295000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"165310000"	"166145000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"193365000"	"193370000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"193400000"	"193400000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"197290000"	"197305000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"197315000"	"197990000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"198000000"	"198005000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"198025000"	"198030000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"198040000"	"198040000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr7"	"204435000"	"204445000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"  2735000"	"  4380000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"  4410000"	"  4460000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"141020000"	"141980000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"142325000"	"143295000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"143325000"	"143390000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"183000000"	"183120000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"183220000"	"183225000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"183240000"	"183260000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"183325000"	"185445000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"235930000"	"235940000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"235950000"	"235955000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"235990000"	"236005000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236040000"	"236075000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236085000"	"236180000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236240000"	"236295000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236515000"	"236515000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236525000"	"236530000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236540000"	"236545000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236555000"	"236555000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236580000"	"236580000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"236940000"	"236990000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr8"	"237020000"	"237745000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 77580000"	" 77645000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 77660000"	" 77685000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 77730000"	" 77965000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 77995000"	" 78000000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 78010000"	" 78030000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 78045000"	" 78095000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	" 78125000"	" 78130000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"106125000"	"106125000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"106155000"	"106155000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"106190000"	"106220000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"106235000"	"106345000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"224120000"	"224140000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"224235000"	"224240000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr9"	"224250000"	"224250000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"  5505000"	"  5525000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"  5535000"	"  5535000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 11595000"	" 11595000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 16305000"	" 16345000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 16365000"	" 16420000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 20005000"	" 20005000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 20695000"	" 20955000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 65080000"	" 65105000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"154140000"	"154220000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"154230000"	"154230000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"154295000"	"154310000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"154320000"	"154350000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"154425000"	"154465000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"159595000"	"160420000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160465000"	"160465000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160480000"	"160480000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160490000"	"160490000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160840000"	"160875000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160910000"	"160910000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160925000"	"160925000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"160955000"	"161510000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"162650000"	"163065000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"168285000"	"168310000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"168325000"	"168345000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"168920000"	"168955000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"169085000"	"169085000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"181625000"	"181665000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"184165000"	"184165000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"185895000"	"185915000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"185935000"	"186035000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"186075000"	"186140000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"186155000"	"186190000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"201485000"	"201545000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"201560000"	"201790000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"205875000"	"205960000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"205985000"	"205985000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"221220000"	"221220000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"221245000"	"221465000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"221550000"	"221550000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"232255000"	"232270000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"232280000"	"232295000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"232305000"	"232305000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"232315000"	"232390000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"246955000"	"246975000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"246985000"	"247015000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	" 31340000"	" 31355000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"128165000"	"128195000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"129310000"	"130340000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"131450000"	"132715000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"138075000"	"138350000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"140860000"	"140875000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"140975000"	"140975000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"141980000"	"142030000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"234540000"	"234540000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"234575000"	"234590000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	" 36490000"	" 36520000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	" 36540000"	" 36545000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	" 70480000"	" 70485000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	" 87485000"	" 87500000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"129680000"	"129990000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"131175000"	"131175000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"133320000"	"133325000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"133335000"	"133410000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"133420000"	"133445000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"134540000"	"135715000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"136410000"	"136420000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"136555000"	"136565000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137515000"	"137515000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137530000"	"137535000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137590000"	"137605000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137615000"	"137635000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137645000"	"137645000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"137705000"	"137710000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"139260000"	"139260000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"153200000"	"153270000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"  2440000"	"  2555000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 11905000"	" 11970000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 52350000"	" 52365000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 52380000"	" 52380000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 52390000"	" 52400000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 52430000"	" 52435000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 59435000"	" 59440000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"100240000"	"100255000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"126495000"	"126495000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"126510000"	"126510000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"127895000"	"127945000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"127990000"	"128000000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"129970000"	"130040000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"130115000"	"130115000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"130130000"	"130135000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"130150000"	"130160000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"130175000"	"130590000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"133350000"	"133350000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"133360000"	"134310000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"135920000"	"136575000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"137260000"	"137270000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"137300000"	"137525000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"137535000"	"137560000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"139215000"	"139295000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"139355000"	"139375000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"139475000"	"139480000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"191930000"	"191930000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"230935000"	"230935000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"231025000"	"231060000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"241225000"	"241265000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"241280000"	"241375000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 46465000"	" 46465000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 46550000"	" 46550000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 86975000"	" 86980000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 86990000"	" 87010000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 87035000"	" 87060000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 91845000"	" 91985000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"105895000"	"106205000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106215000"	"106215000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106245000"	"106280000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106290000"	"106295000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106305000"	"106310000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106875000"	"106875000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"106890000"	"107205000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"107245000"	"107265000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"107345000"	"107345000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"107355000"	"107365000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"107565000"	"107565000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"111335000"	"111400000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"111425000"	"111440000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"111470000"	"111680000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"112660000"	"112740000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"112780000"	"112780000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"117955000"	"117995000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"118005000"	"118045000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"133370000"	"133370000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"133380000"	"133445000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"140150000"	"140185000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"140450000"	"140530000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"152165000"	"152200000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"160735000"	"160735000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"160825000"	"160825000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"168365000"	"168385000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"168425000"	"168455000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"192950000"	"192960000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"195290000"	"195345000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"195370000"	"195370000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"195380000"	"195380000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"238790000"	"238790000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	"238805000"	"238825000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"146650000"	"147625000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"148475000"	"149135000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"153000000"	"153025000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"153035000"	"153080000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"153310000"	"153325000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"153360000"	"153360000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"153625000"	"153625000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"159875000"	"159885000"
"MaxRepeatAbund"	"Rhutan_H0-AT"	"Chr4"	"159905000"	"159955000"
